user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
pq9Xw58OEUK_DS-RB7X9MQ,Laurence K.,"Rancho Mirage, CA",â€œI Live for a good place to eat â€ù,252,684,1034,157,261,152,72,42,1085,463,552,"{'Bookmarks': '1779', 'Followers': '18', 'Firsts': '28', 'Tips': '43', 'Review Updates': '80', 'Lists': '2'}",75,Oct-08,"{'Current Crush': 'My Husband Jim', 'Why You Should Read My Reviews': 'I eat out all the time and have been to some great places', 'My Favorite Movie': 'Zoolander', 'My Hometown': 'Dayton OH', 'Location': 'Rancho Mirage  CA', 'Things I Love': ""In rancho Mirage coffee at Koffi  Burgers at Grill a burger  Great itlian at Sammy G's and just plain good Jillian's. in Maui Coffee at Honolua store  seafood at Mama's Fish House Beer at maui Brewing and Amazing view from Kapalua"", 'My Last Meal On Earth': 'Sturgon at Blackbird   Flatbread at Avec  coffee at Koffi', 'Find Me In': 'Rancho Mirage Ca Los Angeles  Palm Springs  Kapalua Hi  Honolulu HI  Seattle Wa', 'The Last Great Book I Read': 'Mastering the Art Of French Cooking', 'When Iâ€™m Not Yelping...': 'm looking for a new idea for a cocktail and a new place to eat', 'My First Concert': 'Sammy Hagar 1975', 'Donâ€™t Tell Anyone Else But...': 'I have to excercise twice a day to keep eating the way I do', 'Most Recent Discovery': 'Jillians Restaurant in palm Desert', 'Yelping Since': 'October 2008'}",3,"{'MI': 12, 'ME': 6, 'WA': 11, 'CT': 4, 'NY': 4, 'OR': 3, 'IN': 2, 'NM': 2, 'TX': 1, 'IL': 6, 'St': 2, 'VT': 4, 'MO': 2, 'HI': 8, 'TN': 3, 'WI': 7, 'VA': 2, 'NV': 7, 'AZ': 1, 'CA': 62, 'OK': 1}",21
zKKKW_d0VmNAgbkMcyYrBA,Ralph V.,"Elgin, IL",,0,1,0,0,0,0,0,0,0,0,0,"{'Firsts': '1', 'Tips': '2'}",0,Jun-16,"{'Location': 'Elgin  IL', 'Yelping Since': 'June 2016'}",0,{'IL': 1},1
t2o9zSFqdJXWltBhNfOzzQ,Kinjal V.,"Oshtemo, MI",,1,5,0,5,0,0,0,0,2,0,0,{},0,Aug-14,"{'Location': 'Oshtemo  MI', 'Yelping Since': 'August 2014'}",0,"{'CA': 1, 'IL': 1, 'FL': 3}",3
kaOmGINUHUggrxQoPMYaWg,Juan P.,"Elk Grove Village, IL",,0,7,0,7,0,0,0,0,3,0,2,{},1,Mar-15,"{'Location': 'Elk Grove Village  IL', 'Yelping Since': 'March 2015'}",0,"{'MA': 1, 'IL': 6}",2
45usxxr6BbUTJ1H0KkGStQ,Alixx N.,"Batavia, IL",,3,8,54,6,0,0,1,1,7,4,6,"{'Firsts': '1', 'Bookmarks': '52', 'Tips': '1', 'Followers': '1'}",2,Feb-11,"{'Location': 'Batavia  IL', 'Yelping Since': 'February 2011'}",0,{'IL': 8},1
_Qo-4HdSmdCmMLovRt8P3A,Randy bus man b.,"Lombard, IL",,18,25,12,16,2,1,1,5,34,0,4,"{'Firsts': '8', 'Bookmarks': '9', 'Tips': '17'}",2,Feb-11,"{'Location': 'Lombard  IL', 'Things I Love': 'reading driveing chatting', 'My Last Meal On Earth': 'big slab of ribs potato slaw coke', 'The Last Great Book I Read': 'the rise and fall of nazi germany', 'When Iâ€™m Not Yelping...': 'working', 'My First Concert': 'n a', 'My Favorite Movie': 'ailen', 'Yelping Since': 'February 2011', 'My Hometown': 'some where'}",0,{'IL': 25},1
IIZw_L5SJCLL0uiuPOePDg,Hungey H.,"Winfield, IL",,8,19,19,17,0,0,0,2,13,2,3,"{'Review Updates': '2', 'Tips': '7'}",1,Mar-12,"{'Location': 'Winfield  IL', 'Yelping Since': 'March 2012'}",0,{'IL': 19},1
Wt44K3K9UHjFMsof3410ZA,Ed B.,"Minooka, IL",,3,32,22,14,7,7,2,2,27,9,6,"{'Bookmarks': '9', 'Firsts': '2', 'Review Updates': '2', 'Tips': '7', 'Followers': '1'}",1,Mar-11,"{'Location': 'Minooka  IL', 'Yelping Since': 'March 2011'}",0,"{'IA': 1, 'IL': 31}",2
nKCJpOX3DIfi8UCPd3byow,Elad V.,"Glendale Heights, IL",,33,8,1,6,1,0,0,1,10,0,2,"{'Bookmarks': '1', 'Followers': '2'}",0,May-12,"{'Location': 'Glendale Heights  IL', 'Yelping Since': 'May 2012'}",0,{'IL': 8},1
B36mo3jIDdPBcJurxfyYfw,Jacqui B.,"Carol Stream, IL",,7,17,0,6,4,3,2,2,11,2,0,"{'Review Updates': '1', 'Bookmarks': '74'}",1,Jan-10,"{'Location': 'Carol Stream  IL', 'Yelping Since': 'January 2010'}",0,"{'WI': 1, 'IL': 16}",2
4SP5JhPTCmALLAUkyJ0Lxg,Anna H.,"Oak Lawn, IL",,0,8,0,2,3,1,1,1,1,0,0,"{'Tips': '1', 'Followers': '1'}",0,Aug-13,"{'Location': 'Oak Lawn  IL', 'Yelping Since': 'August 2013'}",0,"{'CA': 1, 'IL': 7}",2
jdNRc6x7ke4l4rLt2KkN5g,Liz S.,"Highland, IN",,14,3,0,0,0,0,0,0,0,0,0,"{'Bookmarks': '3', 'Tips': '2', 'Followers': '1'}",0,Aug-15,"{'Location': 'Highland  IN', 'Yelping Since': 'August 2015'}",0,"{'WI': 2, 'IL': 1}",2
HtewfIDJCsL3b4AY0Ukefg,Angus Moo W.,"Wheaton, IL",â€œAll the Moos that fit to print...â€ù,718,220,578,67,92,48,12,1,1108,538,617,"{'Bookmarks': '241', 'Followers': '26', 'Firsts': '29', 'Tips': '132', 'Review Updates': '5', 'Lists': '7'}",509,Jul-10,"{'Location': 'Wheaton  IL', 'Things I Love': ""Lisa  Family  Cheeseburgers  Pizza  Steak  Seafood  French Fries  Creole Cooking  Spicy stuff  Our friends Adam and Janet  Chaps our dog and other dogs.. and other animals  scorpions aren't animals..right"", 'Find Me In': ""Mostly Chicago's western suburbs.. or Tampa.. or ...."", 'My Blog Or Website': 'yourbestmooove.com', 'Why You Should Read My Reviews': ""I know stuff.. sometimes I know stuff that I don't even know I know..."", 'My First Concert': 'Jethro Tull at the Chicago Stadium in 1976', 'Yelping Since': 'July 2010', 'My Hometown': 'Seattle... but been in Chicago most of my life'}",3,"{'WI': 5, 'CT': 7, 'MN': 2, 'IL': 105, 'LA': 9, 'FL': 22}",6
noYpSjWh3tMFE6MrjydLxA,A P.,"Carol Stream, IL",,0,13,0,7,3,1,0,2,3,0,1,{'Tips': '3'},0,Jan-16,"{'Location': 'Carol Stream  IL', 'Yelping Since': 'January 2016'}",0,{'IL': 13},1
pBi5gHRsdv0ejXB9bnZS7g,Al K.,"Downers Grove, IL",,0,6,0,1,0,1,0,4,2,0,0,{},0,Jun-10,"{'Location': 'Downers Grove  IL', 'Yelping Since': 'June 2010'}",0,"{'IL': 4, 'FL': 2}",2
EB8S7XitU-vMsvIEAdiOkQ,Brenda J.,"Roscoe Village, Chicago, IL",,6,9,4,5,2,1,0,1,123,0,44,"{'Bookmarks': '2', 'Tips': '5', 'Followers': '1'}",0,Dec-11,"{'Location': 'Roscoe Village  Chicago  IL', 'Yelping Since': 'December 2011'}",0,"{'AZ': 1, 'IL': 8}",2
XBQFiYDm6YsQ_jz8sSTLOA,Cara Nicole T.,"Lombard, IL",,0,10,3,9,0,0,0,1,1,0,0,{},1,May-13,"{'Location': 'Lombard  IL', 'Yelping Since': 'May 2013'}",0,{'IL': 10},1
arp-UJ5f0kMN47oKuMak3w,Mike msting S.,"Chicago, IL",â€œDont Panic â€ù,2,57,60,26,11,11,6,3,52,9,8,"{'Firsts': '9', 'Review Updates': '5', 'Tips': '25', 'Followers': '1'}",3,Oct-10,"{'Location': 'Chicago  IL', 'Things I Love': 'Thai  Japanese  or other well prepared ethnic food.', 'Find Me In': ""probably somewhere I shouldn't be"", 'When Iâ€™m Not Yelping...': ""I'm looking for a signal"", 'Why You Should Read My Reviews': ""I'm always right  of course."", 'Yelping Since': 'October 2010', 'My Hometown': 'Planet Earth'}",0,"{'GA': 13, 'TX': 1, 'IL': 35, 'AZ': 8}",4
YN3LGpHBvbjjVxE74jLIng,Dave P.,"Hanover Park, IL",,37,8,1,7,0,0,0,1,4,0,0,{},0,Feb-15,"{'Location': 'Hanover Park  IL', 'Yelping Since': 'February 2015'}",0,{'IL': 8},1
8wB0eJBHHOXPMJbWPBeDHA,Marisa A.,"Bartlett, IL",,0,22,11,6,16,0,0,0,10,1,2,{'Bookmarks': '4'},0,Jul-13,"{'Location': 'Bartlett  IL', 'Yelping Since': 'July 2013'}",0,"{'NV': 3, 'IL': 15, 'FL': 4}",3
I1z_UAIAPVWBZ_mdJS91gA,Jane S.,"West Village, Manhattan, NY",,22,66,5,44,8,3,4,7,40,8,15,"{'Firsts': '1', 'Review Updates': '6', 'Tips': '2'}",0,Dec-13,"{'Location': 'West Village  Manhattan  NY', 'Yelping Since': 'December 2013'}",0,"{'RI': 1, 'CT': 1, 'NY': 35, 'OR': 2, 'NC': 1, 'WY': 2, 'SD': 2, 'IL': 1, 'LA': 1, 'FL': 2, 'HI': 1, 'WI': 5, 'NV': 1, 'MA': 2, 'CA': 9}",15
qfErZSgmIZw7KeNXGnlEjQ,Karen S.,"Gilberts, IL",,0,1,0,0,0,0,0,0,0,0,0,{},0,Jan-16,"{'Location': 'Gilberts  IL', 'Yelping Since': 'January 2016'}",0,{'IL': 1},1
8FAN1JgGS79YHrseLiYPVw,Arron B.,"Crystal Lake, IL",,0,1,0,0,0,0,0,0,0,0,0,"{'Bookmarks': '10', 'Tips': '3'}",0,Oct-12,"{'Location': 'Crystal Lake  IL', 'Yelping Since': 'October 2012'}",0,{'IL': 1},1
I9oVKFnDFCTcpZcSpGjdBA,Jackie G.,"Algonquin, IL",,0,4,0,4,0,0,0,0,1,1,0,"{'Bookmarks': '125', 'Tips': '1'}",0,Jul-14,"{'Location': 'Algonquin  IL', 'Yelping Since': 'July 2014'}",0,{'IL': 4},1
rRvfEKMYgmPG5HCalVQDnA,Paul E.,"Heath, OH",,0,4,0,3,1,0,0,0,2,0,1,{},0,Nov-13,"{'Location': 'Heath  OH', 'Yelping Since': 'November 2013'}",0,"{'MN': 2, 'WI': 1, 'IL': 1}",3
VTcKQlSlSH8ljaBtKFNXSQ,Don Duke L.,"Elgin, IL",,3,15,2,11,0,0,2,2,26,11,2,"{'Firsts': '1', 'Review Updates': '2', 'Tips': '1'}",0,Aug-11,"{'Location': 'Elgin  IL', 'Yelping Since': 'August 2011'}",0,"{'NV': 1, 'IL': 14}",2
vwuBmnMWUkD7MGJ5BFgaOQ,Ann S.,"Forest Park, IL",,0,15,0,3,4,3,3,2,2,1,0,{'Review Updates': '1'},0,Jul-15,"{'Location': 'Forest Park  IL', 'Yelping Since': 'July 2015'}",0,"{'CA': 4, 'IL': 6, 'FL': 5}",3
O5n1y6Hz7uz3YZFdvmim7g,Melissa S.,"South Elgin, IL",,0,12,1,6,1,0,1,4,18,0,1,"{'Firsts': '2', 'Bookmarks': '1', 'Tips': '1'}",0,Jun-13,"{'Location': 'South Elgin  IL', 'Yelping Since': 'June 2013'}",0,"{'NV': 1, 'IL': 11}",2
xkPdFsUNV30AZ1g7CxUV4A,Yves M.,"Wheaton, IL",,16,17,0,3,9,1,2,2,12,0,2,"{'Firsts': '1', 'Bookmarks': '13', 'Followers': '1'}",0,Apr-12,"{'Location': 'Wheaton  IL', 'Yelping Since': 'April 2012'}",0,"{'MI': 1, 'AZ': 1, 'SD': 1, 'IL': 11, 'AK': 1}",5
80zAHwNxZfC-S7uE7YYQXg,Benjamin G.,"Schaumburg, IL",,0,9,0,6,0,0,0,3,11,6,1,"{'Firsts': '1', 'Tips': '1'}",0,Sep-14,"{'Location': 'Schaumburg  IL', 'Yelping Since': 'September 2014'}",0,{'IL': 9},1
xiSs1muJIk0ZUjuNQxz19Q,Lydia W.,"South Elgin, IL",,18,12,0,6,2,3,0,1,10,1,1,"{'Bookmarks': '10', 'Followers': '1'}",2,Jun-16,"{'Location': 'South Elgin  IL', 'Yelping Since': 'June 2016'}",0,"{'MD': 1, 'KY': 1, 'IL': 10}",3
G_OjDDfnriubqgxQfgAhXg,Abel W.,"Fremont, CA",,15,35,4,12,13,4,1,5,23,11,9,"{'Bookmarks': '79', 'Tips': '3'}",1,Oct-08,"{'Location': 'Fremont  CA', 'Yelping Since': 'October 2008'}",0,"{'HI': 3, 'CA': 23, 'IL': 6, 'St': 1, 'FL': 2}",5
jnPoWX8sfKG9Ld6HPJlPvA,George K.,"Schaumburg, IL",,26,1,1,0,0,0,0,0,0,0,0,{},0,Dec-15,"{'Location': 'Schaumburg  IL', 'Yelping Since': 'December 2015'}",0,{'IL': 1},1
kG35Otd7jxuDKmbtXjCJSA,Noel Q.,"Bradenton Beach, FL",,0,1,0,0,0,0,0,0,1,0,0,{},0,Jun-15,"{'Location': 'Bradenton Beach  FL', 'Yelping Since': 'June 2015'}",0,{'IL': 1},1
ejQQi2Qd6B26atDL4ni5QA,L LH H.,"Schaumburg, IL",,1,36,0,25,6,3,2,0,34,7,13,"{'Firsts': '1', 'Bookmarks': '6'}",2,Feb-11,"{'Location': 'Schaumburg  IL', 'Yelping Since': 'February 2011'}",0,{'IL': 36},1
py26Vbbkzrc-m59Rc-kvgA,Hugo hugoboss B.,"Algonquin, IL",â€œwhose got the motts  â€ù,82,72,37,19,20,14,8,11,51,21,24,"{'Firsts': '21', 'Review Updates': '6', 'Tips': '166', 'Followers': '1'}",16,Jun-10,"{'Donâ€™t Tell Anyone Else But...': 'I secretly run this', 'Current Crush': 'My 2 year old', 'Why You Should Read My Reviews': ""Cuz I'm the boss"", 'My Favorite Movie': 'caddy shack', 'My Hometown': 'Boston  Ma', 'Location': 'Algonquin  IL', 'Things I Love': 'Thai  Japanese  Italian', 'My Last Meal On Earth': 'spinach salad', 'Find Me In': 'YouTube', 'The Last Great Book I Read': 'the one im currently writing', 'When Iâ€™m Not Yelping...': ""I'm talking rocks"", 'My First Concert': 'cover girls', 'My Second Favorite Website': 'other Yelp page', 'Most Recent Discovery': 'Ricky Martin is gay', 'Yelping Since': 'June 2010'}",0,"{'WI': 1, 'NY': 1, 'MN': 1, 'MA': 1, '21': 1, 'IL': 64}",6
0pZK8izFBScEaTvk1j3Ciw,Ken F.,"Crystal Lake, IL",,0,3,2,0,0,0,0,0,1,0,0,"{'Bookmarks': '1', 'Tips': '2'}",0,Nov-15,"{'Location': 'Crystal Lake  IL', 'Yelping Since': 'November 2015'}",0,{'IL': 3},1
kziECdMI1FhQ2RT2-OO8Ag,Blake S.,"Crystal Lake, IL",,104,8,0,8,0,0,0,0,1,19,4,"{'Firsts': '1', 'Tips': '3', 'Followers': '1'}",0,May-13,"{'Location': 'Crystal Lake  IL', 'Yelping Since': 'May 2013'}",0,{'IL': 8},1
RudEZOThG5KYDZ5oJ8m8rA,Kris DaBears55 V.,"Arlington Heights, IL",â€œWanna B Eliteâ€ù,48,35,48,31,1,1,0,2,42,6,15,"{'Firsts': '20', 'Review Updates': '1', 'Tips': '25'}",5,May-10,"{'Location': 'Arlington Heights  IL', 'Things I Love': 'Da Bears  My Wife  Food Beer  Wine', 'My Hometown': 'Miami', 'Yelping Since': 'May 2010', 'Find Me In': 'Basketball shorts and Bears Jersey'}",0,"{'7t': 1, 'CA': 1, 'IL': 32, 'TX': 1}",4
SGWmim97UrIf_g887u4Wlg,Filippo C.,"Schaumburg, IL",,9,85,15,60,5,5,3,12,97,27,32,"{'Review Updates': '2', 'Bookmarks': '107', 'Followers': '1'}",5,Dec-10,"{'Location': 'Schaumburg  IL', 'Yelping Since': 'December 2010', 'My Hometown': 'Schaumburg'}",0,{'IL': 85},1
qmfWHdUVqmEYpoo3V84b1g,Demetrios V.,"Schaumburg, IL",,9,10,0,9,0,0,1,0,2,1,1,"{'Bookmarks': '4', 'Tips': '3'}",3,Jul-14,"{'Location': 'Schaumburg  IL', 'Yelping Since': 'July 2014'}",0,{'IL': 10},1
x1y7ArVfRY7xkNe6u3SkAw,Ross B.,"Mount Prospect, IL",,1,5,0,5,0,0,0,0,10,0,0,{'Bookmarks': '1'},0,Nov-10,"{'Location': 'Mount Prospect  IL', 'Yelping Since': 'November 2010'}",0,"{'CA': 1, 'IL': 4}",2
Pt0xtW9Q1iU-K1hF0ezAtw,Pam F.,"Lombard, IL",,42,18,8,11,6,0,0,1,16,4,4,"{'Firsts': '12', 'Tips': '11'}",1,Apr-11,"{'Location': 'Lombard  IL', 'Yelping Since': 'April 2011'}",0,{'IL': 18},1
MefoECvLhWp-XHqv5S2DNw,Chris M.,"Bloomingdale, IL",,184,196,207,120,34,24,10,8,266,143,86,"{'Firsts': '18', 'Review Updates': '4', 'Tips': '38', 'Followers': '1'}",27,Mar-09,"{'Location': 'Bloomingdale  IL', 'Things I Love': 'Steak  Ribs  Pork  Waffles  Pancakes  Salad  Bagels  Potatoes  Sour Cream  Eggs  Seafood', 'Yelping Since': 'March 2009'}",2,"{'MI': 2, 'PA': 1, 'TX': 2, 'WI': 7, 'CO': 1, 'CA': 2, 'IL': 129, 'FL': 6}",8
nNeCA8RBKd1dS-MCpqkSVw,Catherine kitty cat G.,"Houston, TX",,4,20,0,9,10,0,1,0,17,5,9,"{'Firsts': '1', 'Bookmarks': '24', 'Tips': '2', 'Followers': '1'}",2,Jan-11,"{'My Blog Or Website': 'bonphilosophia.com', 'Location': 'Houston  TX', 'Yelping Since': 'January 2011', 'My Hometown': 'Austin TX'}",0,"{'WA': 5, 'TX': 13, 'IL': 1, 'NY': 1}",4
DEne4NSGx1yunoiekck2Qg,Jenny G.,"San Francisco, CA",â€œwork hard  play hard  eat good food â€ù,144,290,148,73,95,71,32,19,355,129,126,"{'Review Updates': '3', 'Followers': '9', 'Firsts': '33', 'Bookmarks': '56', 'Tips': '478'}",65,Jan-07,"{'My Hometown': 'City by the Bay', 'Location': 'San Francisco  CA', 'Yelping Since': 'January 2007', 'When Iâ€™m Not Yelping...': 'practicing my ninja skills', 'Find Me In': 'some dessert place somewhere', 'Things I Love': 'great food and good laughs.', 'My First Concert': 'Muse'}",5,"{'NV': 3, 'CA': 137, 'Te': 1, 'IL': 2, 'TX': 7}",5
MlAIqepOfdBsGUI70CI6lA,Catherine A.,"Coppell, TX",,151,46,5,15,15,10,4,2,28,9,6,"{'Followers': '2', 'Firsts': '2', 'Bookmarks': '323', 'Tips': '14'}",2,Aug-11,"{'Yelping Since': 'August 2011', 'Location': 'Coppell  TX'}",0,"{'GA': 2, 'VA': 2, 'IL': 2, 'FL': 4, 'UT': 2, 'IN': 1, 'AL': 2, 'SC': 2, 'TX': 20, 'MN': 1, 'OH': 2, 'NC': 2, 'CA': 3, 'WV': 1}",14
TJ0GzX5RgPGUitn05bMA0w,Stacy Stacella S.,"Scottsdale, AZ",,8,17,4,9,5,1,2,0,27,13,12,"{'Review Updates': '1', 'Followers': '1', 'Firsts': '3', 'Bookmarks': '11', 'Tips': '20'}",2,Dec-12,"{'Location': 'Scottsdale  AZ', 'Yelping Since': 'December 2012', 'When Iâ€™m Not Yelping...': ""I'm a UX Architect"", 'Find Me In': 'coffee shop', 'My Favorite Movie': 'Time Bandits', 'Things I Love': 'modern design  Royksopp  Thievery Corporation  legos  science  textile arts'}",0,"{'IL': 1, 'AZ': 12, 'CA': 2, 'TX': 2}",4
fRHUU7Q7yY589lxeMq9HMg,Brian S.,"Elgin, IL",,0,3,0,0,0,0,0,0,0,0,0,{'Review Updates': '1'},0,Jul-14,"{'Yelping Since': 'July 2014', 'Location': 'Elgin  IL'}",0,{'IL': 3},1
4_AECQ2uH_uGmcAnmHKYTw,Tony P.,"Lake in the Hills, IL",,38,19,0,12,3,2,0,2,14,6,5,"{'Followers': '2', 'Firsts': '1', 'Tips': '1'}",3,Jan-10,"{'Yelping Since': 'January 2010', 'Location': 'Lake in the Hills  IL'}",0,{'IL': 19},1
nR6r2pngtEUumdNNQhmhFw,Jaime H.,"Lake in the Hills, IL",,17,4,0,4,0,0,0,0,1,1,1,{},0,May-15,"{'Yelping Since': 'May 2015', 'Location': 'Lake in the Hills  IL'}",0,{'IL': 4},1
3FrVCF1dsjafUB4vTm0V5Q,Mike Mr.Fix it P.,"Des Plaines, IL",,36,10,14,7,1,1,1,0,2,1,1,"{'Firsts': '2', 'Tips': '26'}",5,Apr-13,"{'My Last Meal On Earth': 'pizza and pasta', 'Things I Love': 'Family and baseball', 'Yelping Since': 'April 2013', 'Location': 'Des Plaines  IL'}",0,{'IL': 10},1
y1bybvkQPnxtVvyikVhdUQ,Graham F.,"Hampshire, IL",,19,24,14,12,5,3,4,0,18,6,2,"{'Followers': '2', 'Firsts': '3', 'Bookmarks': '1', 'Tips': '3'}",16,Jul-10,"{'Yelping Since': 'July 2010', 'Location': 'Hampshire  IL'}",0,"{'NV': 1, 'IL': 16, 'OR': 1, 'CA': 2, 'VT': 1, 'NJ': 1, 'HI': 2}",7
3suYtAMUUkGJAVQrIdLzkw,Cinder M.,"Chicago, IL",â€œTell it like it is.â€ù,0,43,7,12,9,7,9,6,22,7,4,"{'Review Updates': '4', 'Firsts': '1', 'Bookmarks': '1', 'Tips': '1'}",2,Sep-11,"{'Most Recent Discovery': 'Yelp', 'My First Concert': 'Queen with Freddy Mercury', 'Yelping Since': 'September 2011', 'Location': 'Chicago  IL', 'The Last Great Book I Read': 'Pillars of the Earth by Ken Follett'}",0,"{'IL': 42, 'St': 1}",2
UQAsAZf1sUXmyxAqT2Z9xQ,Hsinsin W.,"Lafayette, IN",,0,1,14,0,0,0,0,0,0,0,0,"{'Bookmarks': '141', 'Tips': '1'}",0,Apr-15,"{'Yelping Since': 'April 2015', 'Location': 'Lafayette  IN'}",0,{'IL': 1},1
onn57xL8-Gkfqa6gsDy6mA,Daniel B.,"Chicago, IL",,19,17,1,9,2,2,0,4,62,20,10,"{'Followers': '2', 'Bookmarks': '12'}",3,Dec-11,"{'Yelping Since': 'December 2011', 'Location': 'Chicago  IL'}",0,{'IL': 17},1
mchzPgYOYmYnQjZFttGWzQ,Cheryl R.,"Elk Grove Village, IL",,16,19,8,12,6,0,1,0,10,1,3,"{'Review Updates': '1', 'Bookmarks': '6'}",0,Apr-11,"{'Yelping Since': 'April 2011', 'Location': 'Elk Grove Village  IL'}",0,"{'WI': 5, 'CA': 1, 'IL': 13}",3
tg09sZaAv7VMswW4eGwfeA,Navi D.,"Elk Grove Village, IL",,0,11,0,2,0,3,3,3,8,6,0,{'Firsts': '2'},0,Dec-15,"{'Yelping Since': 'December 2015', 'Location': 'Elk Grove Village  IL'}",0,{'IL': 11},1
eDwrEKoPU_AztSJI-XAW4A,Eileen Z.,"Chicago, IL",â€œHustle. Flow. Sherry. Sinigang. Jibaritos.â€ù,202,123,541,48,74,0,0,1,121,71,63,"{'Review Updates': '2', 'Followers': '7', 'Lists': '2', 'Bookmarks': '23', 'Firsts': '1'}",26,Mar-11,"{'My Blog Or Website': 'vervevibesvino.com', 'Why You Should Read My Reviews': ""Don't. Industry  only here to applaud places I love that otherwise don't get it."", 'Current Crush': 'Lonnie Rashied Lynn  Jr. Always and forever  my friends. Jesse Williams  too.', 'Location': 'Chicago  IL', 'Yelping Since': 'March 2011', 'When Iâ€™m Not Yelping...': ""I'm wine flash carding... somewhere... everywhere."", 'My Favorite Movie': 'Love   Basketball  High Fidelity', 'Things I Love': 'Grub. Tunes. Fashion. VINO VINO VINO.', 'Donâ€™t Tell Anyone Else But...': ""A 'foodie' term hater and most Yelpers actually irk me.""}",4,"{'NV': 1, 'CO': 2, 'IL': 101, 'NY': 4, 'CA': 11, 'FL': 3, 'NJ': 1}",7
P1at0JOoew4n9TGeqa5zEw,maggie c.,"Barrington, IL",,4,58,8,32,10,1,4,11,54,25,13,"{'Review Updates': '9', 'Followers': '1', 'Firsts': '6', 'Bookmarks': '4', 'Tips': '18'}",6,May-09,"{'Yelping Since': 'May 2009', 'Location': 'Barrington  IL'}",0,"{'NV': 1, 'IL': 44, 'Cr': 1, 'CA': 1, 'FL': 1, 'Vi': 10}",6
cL-M1BmZj99G5NKNgUgXng,Jon F.,"Chicago, IL",,0,4,0,3,0,0,1,0,3,0,0,"{'Bookmarks': '2', 'Tips': '1'}",0,Jan-15,"{'Yelping Since': 'January 2015', 'Location': 'Chicago  IL'}",0,{'IL': 4},1
a59Tajk96SsqBziJ8JtEOA,Elizabeth P.,"Lake Zurich, IL",,0,11,0,3,1,1,2,4,5,0,0,"{'Review Updates': '1', 'Firsts': '1'}",0,Sep-13,"{'Yelping Since': 'September 2013', 'Location': 'Lake Zurich  IL'}",0,"{'GA': 2, 'VA': 1, 'IL': 4, 'FL': 1, 'WI': 2, 'IN': 1}",6
hfcgOazXZj03VFUmGjoLDA,James S.,"Chicago, IL",,12,18,7,14,2,1,0,1,9,2,1,"{'Review Updates': '1', 'Followers': '1', 'Tips': '2'}",0,Nov-10,"{'My Hometown': 'Chicago', 'My Blog Or Website': 'homejameschicago.com', 'Location': 'Chicago  IL', 'Yelping Since': 'November 2010', 'When Iâ€™m Not Yelping...': ""I'm working"", 'Find Me In': 'Chicagoland', 'My Last Meal On Earth': 'Lobster tail'}",0,"{'IN': 1, 'IL': 17}",2
7cpgRYDJgMI6gmhWRLx2YA,Mark D.,"Kane, IL",â€œFood reviews from a market researcherâ€ù,25,12,0,11,1,0,0,0,32,3,8,"{'Review Updates': '1', 'Firsts': '5', 'Bookmarks': '1', 'Tips': '15'}",0,Sep-09,"{'My Hometown': 'St. Charles  IL', 'Why You Should Read My Reviews': 'I love food', 'Yelping Since': 'September 2009', 'Location': 'Kane  IL', 'Most Recent Discovery': 'Neo Pizza', 'When Iâ€™m Not Yelping...': ""I'm kayaking"", 'My Favorite Movie': '40 Year Old Virgin', 'My Second Favorite Website': 'Newegg.com', 'My Last Meal On Earth': 'Chicago Style Pizza', 'My First Concert': 'Cheap Trick', 'Find Me In': 'St. Charles  IL', 'The Last Great Book I Read': 'Why Evolution is True', 'Donâ€™t Tell Anyone Else But...': 'I love cinnamon rolls'}",0,"{'IL': 11, 'FL': 1}",2
BqWwioyTMUbfqUZUXJcksw,Akira C.,"San Diego, CA",,1,3,0,0,0,0,0,0,0,1,1,{'Bookmarks': '8'},0,Nov-11,"{'Yelping Since': 'November 2011', 'Location': 'San Diego  CA'}",0,"{'CA': 1, 'CO': 1, 'IL': 1}",3
aBZNXFtwO-gejTCATvZpGQ,Patrick G.,"South Elgin, IL",,1,10,8,6,3,1,0,0,1,0,0,{'Tips': '1'},0,Aug-14,"{'Yelping Since': 'August 2014', 'Location': 'South Elgin  IL'}",0,"{'MN': 1, 'CA': 1, 'CO': 1, 'IL': 6, 'FL': 1}",5
9lUwwou2A0LwcZm8QhQ2fw,Larry D.,"Bartlett, IL",,0,1,0,0,0,0,0,0,0,0,0,{},0,Mar-16,"{'Yelping Since': 'March 2016', 'Location': 'Bartlett  IL'}",0,{'IL': 1},1
Ee_Usf326nupqdgEt_1tzw,Cynthia P.,"Chicago, IL",,2,7,0,1,5,1,0,0,2,1,1,"{'Bookmarks': '35', 'Tips': '6'}",0,Jul-09,"{'My Hometown': 'Chicago  il', 'Yelping Since': 'July 2009', 'Location': 'Chicago  IL'}",0,{'IL': 7},1
GKN4nIXPT83UWWQRLlReKg,Mick A.,"Barrington, IL",,1,1,0,0,0,0,0,0,0,0,0,"{'Firsts': '1', 'Tips': '1'}",0,Jun-09,"{'Yelping Since': 'June 2009', 'Location': 'Barrington  IL'}",0,{'IL': 1},1
