user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
iGDrWTy7CCBU8pHmE-7qJw,Mike B.,"Algonquin, IL",,0,23,0,15,3,1,1,3,18,2,7,"{'Firsts': '1', 'Review Updates': '1'}",0,Apr-12,"{'My Hometown': 'Chicago  IL', 'Yelping Since': 'April 2012', 'Location': 'Algonquin  IL', 'Find Me In': 'Find me Vacationing at my Condo in Clearwater FL. or \xa0Lake Havasu AZ.', 'Things I Love': 'Pizza  Hot Dogs   Potato Pierogies'}",0,"{'AZ': 6, 'CA': 1, 'IL': 16}",3
qZ3Le9salnLb4v4V89FC2g,Allen G.,"Plainfield, IL",,0,3,1,0,0,0,0,0,1,0,1,{'Bookmarks': '1'},1,Aug-15,"{'Yelping Since': 'August 2015', 'Location': 'Plainfield  IL'}",0,"{'CA': 1, 'IL': 2}",2
X__at928G90SQwORbn9c2g,Josie R.,"North Aurora, IL",,27,16,135,10,3,1,1,1,29,1,19,"{'Followers': '2', 'Firsts': '1', 'Tips': '16', 'Bookmarks': '122'}",9,Sep-14,"{'Yelping Since': 'September 2014', 'Location': 'North Aurora  IL'}",0,{'IL': 16},1
qoutkptu0shjToAFXGva2g,B J.,"Chicago, IL",,0,25,0,12,7,1,3,2,9,1,0,"{'Firsts': '1', 'Tips': '2', 'Review Updates': '2'}",0,Apr-13,"{'Yelping Since': 'April 2013', 'Location': 'Chicago  IL'}",0,"{'NE': 1, 'CA': 1, 'IL': 23}",3
_7Nrs2bm2xYkMbtC_qBzjA,J Superfoodie19689 L.,"Huntington, WV",,4,16,0,10,4,1,0,1,5,1,2,"{'Followers': '1', 'Firsts': '6', 'Tips': '7', 'Bookmarks': '9'}",1,Dec-09,"{'Yelping Since': 'December 2009', 'Location': 'Huntington  WV'}",0,"{'NV': 2, 'SC': 3, 'Pu': 1, 'VA': 3, 'WV': 6, 'IL': 1}",6
dbbGdmMxSDsfK1uojzHMGg,Max T.,"Buffalo Grove, IL",,40,12,2,8,0,0,1,3,33,7,8,"{'Firsts': '1', 'Tips': '5', 'Review Updates': '1', 'Bookmarks': '6'}",0,Oct-07,"{'Yelping Since': 'October 2007', 'Location': 'Buffalo Grove  IL'}",0,"{'Pu': 1, 'FL': 1, 'IL': 10}",3
6Uc-S2nB2YMurzMD35XhtQ,Patric B.,"Elgin, IL",,2,5,39,4,0,0,0,1,2,0,1,"{'Firsts': '13', 'Tips': '18'}",0,Nov-13,"{'Yelping Since': 'November 2013', 'Location': 'Elgin  IL'}",0,{'IL': 5},1
0zeD0Kc4K03VWS0nQSj7wg,Pedram S.,"The Loop, Chicago, IL",,18,7,10,2,4,0,0,1,4,0,2,"{'Tips': '9', 'Bookmarks': '3'}",0,Jun-12,"{'Yelping Since': 'June 2012', 'Location': 'The Loop  Chicago  IL'}",0,{'IL': 7},1
aIB4WoNuXoxkcXoR6ITnsw,J R.,"Elgin, IL",,0,5,0,3,2,0,0,0,1,0,0,{},0,Jan-14,"{'Yelping Since': 'January 2014', 'Location': 'Elgin  IL'}",0,"{'MI': 2, 'IL': 2, 'IN': 1}",3
TYoge_5wY6TIFKISlY4GbQ,Brandon Shasha Fierce S.,"Milwaukee, WI",â€œLast Christmas I gave you my heart  now I cant sustain homeostasisâ€ù,23,59,0,27,14,8,7,3,136,153,69,"{'Followers': '3', 'Firsts': '2', 'Lists': '1'}",36,Sep-09,"{'When Iâ€™m Not Yelping...': 'Im helping...get it', 'My Favorite Movie': 'Goodbye Lenin', 'My Hometown': 'Woodstock  IL', 'Things I Love': 'readheads', 'My Second Favorite Website': 'dailykos.com', 'My First Concert': 'Metallica  kid rock and Sevendust', 'Find Me In': 'my commute between Eastside and Zablocki', 'My Last Meal On Earth': 'gyros', 'The Last Great Book I Read': 'Spanking the Donkey by Matt Taibbi', 'Location': 'Milwaukee  WI', 'Yelping Since': 'September 2009', 'Why You Should Read My Reviews': 'because I generally hate everything'}",2,"{'WI': 28, 'IL': 31}",2
VBtV_iMovPw7484w5j0ElA,Bobby D.,"St. Charles, IL",,2,15,1,11,1,0,1,2,0,0,0,"{'Firsts': '1', 'Tips': '1', 'Review Updates': '1'}",1,Mar-13,"{'Yelping Since': 'March 2013', 'Location': 'St. Charles  IL'}",0,"{'FL': 1, 'MI': 1, 'IL': 13}",3
sbYlf36YR1e9IUp9mpfbXA,Justin M.,"Algonquin, IL",,3,4,1,3,0,1,0,0,5,0,1,"{'Tips': '1', 'Bookmarks': '3'}",0,Jun-14,"{'Yelping Since': 'June 2014', 'Location': 'Algonquin  IL'}",0,{'IL': 4},1
Pv2Sy62HiXM6_PLGp_XkqQ,Sarah S.,"Algonquin, IL",,2,6,1,5,0,1,0,0,4,0,1,"{'Followers': '1', 'Firsts': '1'}",0,Feb-15,"{'Yelping Since': 'February 2015', 'Location': 'Algonquin  IL'}",0,"{'BC': 1, 'IL': 5}",2
BhiJbWqJBM-irf9tPuIj9A,Aviva C.,"Madison, WI",,4,40,0,32,4,2,1,1,62,16,16,"{'Firsts': '2', 'Review Updates': '2'}",11,Jan-10,"{'When Iâ€™m Not Yelping...': ""I'm probably figure skating."", 'My Blog Or Website': 'avivamcantor.com', 'My Hometown': 'Charlotte  NC', 'Things I Love': 'Figure skating  fashion  journalism  Indian food  sushi  anything vegetarian.', 'My Last Meal On Earth': 'Indian food   matar paneer or nav ratan korma  mildly spiced.', 'Location': 'Madison  WI', 'Yelping Since': 'January 2010', 'Find Me In': 'Madison  WI  I just moved here'}",0,"{'WI': 12, 'NC': 16, 'MN': 1, 'St': 1, 'OH': 9, 'IL': 1}",6
p7qBO71KBqUc7F7Aml1SrA,T T.,"Arlington Heights, IL",,0,27,1,11,11,2,1,2,3,2,1,{'Review Updates': '1'},0,Oct-15,"{'Yelping Since': 'October 2015', 'Location': 'Arlington Heights  IL'}",0,{'IL': 27},1
JcfWss1_H68ywrLCGoJcZg,Shelley H.,"Wellsville, UT",,12,11,4,6,0,0,0,5,26,11,0,"{'Firsts': '3', 'Tips': '32', 'Bookmarks': '40'}",1,Feb-11,"{'Yelping Since': 'February 2011', 'Location': 'Wellsville  UT'}",0,"{'NY': 1, 'CA': 1, 'UT': 5, 'IL': 4}",4
vSI5Az2sGwuzFzcKjAlX5A,Kevin K.,"Barrington, IL",,25,19,0,12,5,0,2,0,12,6,8,{'Followers': '1'},1,Dec-11,"{'Yelping Since': 'December 2011', 'Location': 'Barrington  IL'}",0,{'IL': 19},1
WnPZTub6QU-NotdhNKPUig,Chas L.,"Joliet, IL",,1,17,0,13,0,0,0,4,8,1,1,{'Firsts': '3'},0,Mar-14,"{'Yelping Since': 'March 2014', 'Location': 'Joliet  IL'}",0,"{'IN': 3, 'IL': 14}",2
55MQBNMEb_inFwUcW6JpDA,Larry B.,"Gilberts, IL",,0,12,0,8,1,1,0,2,2,0,0,{'Firsts': '1'},0,Jul-15,"{'Yelping Since': 'July 2015', 'Location': 'Gilberts  IL'}",0,"{'SC': 1, 'IL': 11}",2
hQpWUi3lcKXcioMHMtsYLg,Jeff K.,"Batavia, IL",,0,48,5,21,11,2,7,7,46,7,6,"{'Firsts': '1', 'Tips': '3', 'Review Updates': '3', 'Bookmarks': '1'}",1,Sep-07,"{'Yelping Since': 'September 2007', 'Location': 'Batavia  IL'}",0,"{'MD': 2, 'PA': 1, 'FL': 12, 'NV': 1, 'IL': 22, 'SC': 2, 'CA': 3, 'TN': 1, 'KY': 1, 'MI': 1, 'NY': 2}",11
No8UegloJISkFqruG8z2NQ,Dave M.,"Geneva, IL",,0,11,0,5,2,1,1,2,2,0,0,"{'Firsts': '3', 'Tips': '1'}",0,May-12,"{'Yelping Since': 'May 2012', 'Location': 'Geneva  IL'}",0,"{'FL': 2, 'IL': 9}",2
k5ifMgMQjg8WjA74e282BA,Daniel S.,"Geneva, IL",,53,10,7,7,1,0,1,1,6,1,0,"{'Tips': '10', 'Review Updates': '1', 'Bookmarks': '10'}",0,Apr-09,"{'Yelping Since': 'April 2009', 'Location': 'Geneva  IL'}",0,"{'OR': 2, 'NY': 2, 'IL': 6}",3
BpGiM-To_CjBoG_p8WZFjQ,Justin B.,"Hampshire, IL",,19,1,0,0,0,0,0,0,0,0,0,{},0,Oct-15,"{'Yelping Since': 'October 2015', 'Location': 'Hampshire  IL'}",0,{'IL': 1},1
QHrOI2dULkuNyFh0hvkCdg,Brandy R.,"Hampshire, IL",,0,6,0,6,0,0,0,0,5,1,1,{'Firsts': '1'},0,Jul-12,"{'Yelping Since': 'July 2012', 'Location': 'Hampshire  IL'}",0,{'IL': 6},1
M3NEGcYANCIUi1IAOzMEpQ,Patty L.,"Mundelein, IL",,0,10,0,8,1,1,0,0,1,0,0,{'Review Updates': '1'},0,Aug-16,"{'Yelping Since': 'August 2016', 'Location': 'Mundelein  IL'}",0,{'IL': 10},1
ALQsOqOGY5Zan3mtSig2rw,D P.,"Schaumburg, IL",,11,15,1,10,1,1,1,2,4,1,0,{'Review Updates': '1'},0,Sep-13,"{'My Hometown': 'Schaumburg', 'Yelping Since': 'September 2013', 'Location': 'Schaumburg  IL'}",0,"{'MD': 2, 'CA': 1, 'DC': 1, 'FL': 1, 'IL': 10}",5
EYOL_GL1_MAmfxO5Ircsiw,Jason M.,"Chicago, IL",,3,31,5,26,3,1,1,0,8,8,7,"{'Firsts': '2', 'Tips': '3', 'Review Updates': '3'}",1,Sep-12,"{'Yelping Since': 'September 2012', 'Location': 'Chicago  IL'}",0,{'IL': 31},1
rQR16MayHDFhBXbnTEm2Pw,Natalie D.,"Addison, IL",,0,5,0,4,0,1,0,0,0,0,1,"{'Tips': '1', 'Review Updates': '1'}",1,Mar-16,"{'Yelping Since': 'March 2016', 'Location': 'Addison  IL'}",0,{'IL': 5},1
SGWmim97UrIf_g887u4Wlg,Filippo C.,"Schaumburg, IL",,9,85,15,60,5,5,3,12,97,27,32,"{'Followers': '1', 'Review Updates': '2', 'Bookmarks': '107'}",5,Dec-10,"{'My Hometown': 'Schaumburg', 'Yelping Since': 'December 2010', 'Location': 'Schaumburg  IL'}",0,{'IL': 85},1
BFJdQ_LYdU9WGsYSptfTrw,Lisa D.,"Wood Dale, IL",,5,11,1,5,1,2,0,3,10,11,2,"{'Review Updates': '3', 'Bookmarks': '5'}",1,Nov-14,"{'Yelping Since': 'November 2014', 'Location': 'Wood Dale  IL'}",0,{'IL': 11},1
_enAaM6oAYI_uMW1xUIzpQ,Liz A.,"Tinley Park, IL",,0,3,0,0,0,0,0,0,3,0,1,{},0,Nov-11,"{'Yelping Since': 'November 2011', 'Location': 'Tinley Park  IL'}",0,{'IL': 3},1
KRSsCFFyzESUSz6aROiKMg,Nick N.,"Westmont, IL",,0,18,0,14,1,0,1,2,5,1,0,"{'Firsts': '1', 'Tips': '1', 'Review Updates': '7', 'Bookmarks': '6'}",0,Jul-10,"{'When Iâ€™m Not Yelping...': ""I'm working  eating or watching movies"", 'My Favorite Movie': 'Too many to choose', 'Location': 'Westmont  IL', 'Most Recent Discovery': 'additional superpowers', 'Things I Love': 'Fettuccini Alfredo  Lasagna  Filet Mignon  Asparagus  Mashed Potatoes  Lobster Bisque  Shrimp  Apple Pie  Tiramisu  Cheesecake', 'My Last Meal On Earth': 'A badass cheese burger', 'Yelping Since': 'July 2010'}",0,{'IL': 18},1
8xFQPgBN1cw3pSgZqvimEg,Vodka Sauce C.,"Winfield, IL",â€œAlways Looking to try Vodka Sauceâ€ù,9,126,3,98,13,1,3,11,133,39,36,"{'Followers': '1', 'Firsts': '7', 'Tips': '10', 'Review Updates': '4', 'Bookmarks': '15'}",7,May-10,"{'Yelping Since': 'May 2010', 'Location': 'Winfield  IL', 'Find Me In': 'Dupage County Area'}",0,"{'AZ': 1, 'FL': 3, 'St': 2, 'NV': 12, 'IL': 108}",5
lIX2eJmJD2KKEGSmVKSSKg,Amy V.,"West Chicago, IL",,1,19,1,9,2,1,3,4,22,4,3,"{'Firsts': '1', 'Review Updates': '1'}",1,Apr-12,"{'When Iâ€™m Not Yelping...': 'I love to exercise  work in AP  and be outdoors', 'Donâ€™t Tell Anyone Else But...': 'I grew up being in the 4H science club...', 'My Hometown': 'Bedford  VA', 'Most Recent Discovery': 'Pinterest', 'Things I Love': 'My husband and our dog', 'Location': 'West Chicago  IL', 'Yelping Since': 'April 2012', 'Why You Should Read My Reviews': ""I'm a real girl with real expectations""}",0,"{'WI': 2, 'IL': 17}",2
dEr01UBAeEpzTTWZe-ZAWA,Tia J.,"Chicago, IL",,155,18,36,16,2,0,0,0,15,4,6,"{'Firsts': '7', 'Bookmarks': '178', 'Tips': '53', 'Followers': '1'}",3,Jul-11,"{'Location': 'Chicago  IL', 'Yelping Since': 'July 2011'}",0,{'IL': 18},1
idgf94AcOjHsiO4kNI9CPA,kara c.,"Elgin, IL",,0,3,0,0,0,0,0,0,0,0,0,{},0,Nov-11,"{'Location': 'Elgin  IL', 'Yelping Since': 'November 2011'}",0,{'IL': 3},1
Trc27MR1LU9g-3tdyH8opg,Flo M.,"Itasca, IL",,153,30,1,20,6,3,0,1,45,4,19,"{'Review Updates': '1', 'Followers': '2'}",4,Mar-15,"{'Location': 'Itasca  IL', 'Yelping Since': 'March 2015'}",0,"{'US': 1, 'IL': 29}",2
LmaX93altnk1DD6ZHVEYfA,Maria R.,"Crystal Lake, IL",,0,6,0,4,1,1,0,0,1,0,0,{},0,Sep-16,"{'Location': 'Crystal Lake  IL', 'Yelping Since': 'September 2016'}",0,"{'US': 1, 'IL': 5}",2
BkQMXOfI-fLMMTo34Va2Bw,Diane M.,"Cary, IL",,0,4,0,2,1,0,0,1,0,0,0,{'Review Updates': '1'},0,May-14,"{'Location': 'Cary  IL', 'Yelping Since': 'May 2014'}",0,{'IL': 4},1
krcNZk5wiOMDkcnrEuyMiQ,Rita R.,"Rockford, IL",,10,33,2,23,2,2,4,2,73,10,7,"{'Firsts': '6', 'Review Updates': '1', 'Tips': '2'}",3,Dec-10,"{'Location': 'Rockford  IL', 'Yelping Since': 'December 2010'}",0,"{'WI': 1, 'IL': 32}",2
mt0Kg16i1OVim4zjwYYWrg,T M.,"Downers Grove, IL",,0,55,1,9,23,7,5,11,41,10,2,"{'Firsts': '2', 'Bookmarks': '84', 'Tips': '14'}",2,Aug-13,"{'Location': 'Downers Grove  IL', 'Yelping Since': 'August 2013'}",0,"{'TN': 5, 'Qu': 1, 'IL': 46, 'QC': 1, 'NY': 2}",5
LgE-xvC3OCxTU1iNIbDiNA,Dave M.,"Bolingbrook, IL",,0,15,0,6,4,2,0,3,9,4,2,"{'Firsts': '1', 'Review Updates': '1', 'Bookmarks': '170'}",0,Feb-12,"{'Location': 'Bolingbrook  IL', 'Yelping Since': 'February 2012'}",0,{'IL': 15},1
vdxLaEDtY0iwxPVY1d4_yA,Erik M.,"Carol Stream, IL",,14,1,0,0,0,0,0,0,2,0,1,{},1,Apr-14,"{'Location': 'Carol Stream  IL', 'Yelping Since': 'April 2014'}",0,{'IL': 1},1
hYk8kUMtaFYZD2u7CUWv5w,Steve B.,"Wheaton, IL",,0,3,3,0,0,0,0,0,2,0,0,{},0,Oct-15,"{'Location': 'Wheaton  IL', 'Yelping Since': 'October 2015'}",0,"{'WA': 1, 'IL': 2}",2
F_C9Y3o_jWiGfRgkGrQhEQ,Danielle M.,"Winfield, IL",,0,3,0,0,0,0,0,0,2,0,0,{},0,Jun-16,"{'Location': 'Winfield  IL', 'Yelping Since': 'June 2016'}",0,"{'MI': 1, 'IL': 2}",2
Llfipg1N11mtfTO_X3kTOQ,Mike M.,"Wheaton, IL",,0,9,0,7,1,1,0,0,3,0,0,{},0,Aug-11,"{'Location': 'Wheaton  IL', 'Yelping Since': 'August 2011'}",0,"{'CA': 1, 'IL': 7, 'VA': 1}",3
5_FJ63KkHxrxrSziNZG2ug,Robert I Have CDD Chocolate Deficit Disorder S.,"Chicago, IL",â€œNever take life seriously. Nobody gets out alive anywayâ€ù,152,601,486,206,338,38,7,12,1095,485,815,"{'Events Submitted': '1', 'Bookmarks': '161', 'Followers': '13', 'Firsts': '128', 'Tips': '44', 'Review Updates': '18', 'Lists': '3'}",314,Aug-07,"{'Donâ€™t Tell Anyone Else But...': ""I'm a Drip Coffee Kinda Guy but do enjoy Vivace"", 'Current Crush': 'Deep Fried things on a Stick YO', 'Most Recent Discovery': 'Gogol Bordello   Super Taranta   2007', 'My Favorite Movie': 'Scarface', 'My Hometown': 'Streamwood  IL', 'Location': 'Chicago  IL', 'Things I Love': ""Greggers Happy 14th Anniversary  My Greggor's  Mr Fred the Kittah"", 'My Last Meal On Earth': 'Portillos Italian Beef Combo about 3 of them', 'Find Me In': 'Now in Rodgers Park YO \xa0the land of the Shawarma', 'The Last Great Book I Read': 'The Monster of Florence \xa0by  Douglas Preston', 'When Iâ€™m Not Yelping...': ""I'm eather driving my Semi or riding my Motorcycle"", 'My Blog Or Website': 'fantasticfiction.co.uk pâ€_', 'My Second Favorite Website': 'iheartbacon.com \xa0 baconunwrapped.com', 'My First Concert': 'Judas Priest  With Iron Maiden and Kick Axe', 'Yelping Since': 'August 2007'}",0,"{'IN': 6, 'MI': 4, 'WA': 3, 'WI': 2, 'IL': 135}",5
P90tsjXtgIIcmhslu8CWsg,Tina E.,"North Aurora, IL",â€œThe Take Out Queenâ€ù,13,204,187,95,54,20,16,19,142,44,25,"{'Firsts': '86', 'Review Updates': '10', 'Tips': '238', 'Followers': '7'}",9,Oct-07,"{'Location': 'North Aurora  IL', 'My Favorite Movie': ""Pan's Labyrinth"", 'Current Crush': 'Cherry', 'Find Me In': 'North Aurora IL', 'Most Recent Discovery': ""Truffles   Cooper's Hawk Winery"", 'My Last Meal On Earth': 'In Out Burgers w  Avocado Egg rolls from Cheesecake Factory.', 'Why You Should Read My Reviews': ""Since moving to the 'burbs  I try to hit   least 1 new restaurant a week"", 'My Second Favorite Website': 'ticketmaster.com', 'My First Concert': 'Bay City Rollers who else', 'Yelping Since': 'October 2007', 'My Hometown': 'Tustin CA'}",0,"{'PA': 1, 'IL': 149}",2
r_YZfGYzsldQZv_lnqObMQ,Kristina TearOfThePyreFly U.,"Urbana, IL",â€œWhy you no doctor yet â€ù,32,133,6,48,41,24,13,7,167,67,48,"{'Firsts': '3', 'Review Updates': '13', 'Tips': '22', 'Followers': '1'}",13,Sep-13,"{'Donâ€™t Tell Anyone Else But...': ""I'm Russian and I am a pescatarian."", 'Current Crush': 'Jason Momoa', 'Most Recent Discovery': 'The best amino acid compositions needed for coral growth acceleration.', 'Why You Should Read My Reviews': 'I know quite a bit about certain kinds of cuisine and I try to be very honest.', 'My Favorite Movie': 'Spirited Away', 'My Hometown': 'Ryazan  Russia', 'Location': 'Urbana  IL', 'Things I Love': 'Food  animals  books  earth  plants  paintings  science  culture  video games  intelligence...', 'My Last Meal On Earth': 'Budae Jjigae', 'Find Me In': 'In the field or in the laboratory.', 'The Last Great Book I Read': '""What if "" by Randall Munroe', 'When Iâ€™m Not Yelping...': 'I go to school and then even more school  all in the name of science', 'My Blog Or Website': 'thebest404pageever.com sâ€_', 'My Second Favorite Website': 'npr.org', 'My First Concert': 'The Blue Man Group', 'Yelping Since': 'September 2013'}",2,"{'IN': 1, 'NV': 1, 'TN': 2, 'IL': 128, 'CO': 1}",5
K3sDMEfLvEHodONsrdWLIQ,Tasty Tasty Kakes  K.,"Schaumburg, IL",â€œWake me when its all over. Its best for everyone.â€ù,0,26,0,18,7,1,0,0,17,4,3,{'Firsts': '1'},0,Feb-10,"{'Current Crush': ""Icy Blue Velvet Capri pants. I can't live with them or without them."", 'Why You Should Read My Reviews': 'I eat food. I drink beverages. Love me', 'Location': 'Schaumburg  IL', 'Things I Love': 'Jesus  guns  and Yoo Hoo', 'My Last Meal On Earth': 'will be on a Tuesday.', 'Find Me In': 'Rich Corinthian leather', 'The Last Great Book I Read': 'Eat  Pray  Love', 'When Iâ€™m Not Yelping...': ""I'm squealing. With displeasure."", 'My First Concert': 'was SRO  baby', 'Donâ€™t Tell Anyone Else But...': ""I really don't like gravity."", 'Most Recent Discovery': ""The Comte de St. Germain's violet brownie recipe"", 'Yelping Since': 'February 2010'}",0,{'IL': 26},1
2iHu2sM2Gk54tfleXVayqA,Anthony W.,"Chicago, IL",,10,22,3,9,1,3,1,8,21,17,6,"{'Bookmarks': '4', 'Tips': '7'}",4,Oct-12,"{'Location': 'Chicago  IL', 'Yelping Since': 'October 2012'}",0,{'IL': 22},1
tysLLK0DzsPuZxiJEOmcGA,Dominique M.,"DePaul, Chicago, IL",,154,137,192,93,33,10,1,0,81,35,37,"{'Bookmarks': '252', 'Firsts': '1', 'Review Updates': '3', 'Tips': '5', 'Followers': '1'}",1,Mar-14,"{'Location': 'DePaul  Chicago  IL', 'Yelping Since': 'March 2014'}",1,"{'MN': 2, 'CA': 5, 'IL': 122, 'FL': 8}",4
Czqi7UjA49hU8pfmZ8IyaQ,Dave C.,"Palatine, IL",,5,142,86,76,63,2,1,0,134,20,41,"{'Firsts': '5', 'Followers': '1'}",8,Dec-11,"{'Location': 'Palatine  IL', 'Yelping Since': 'December 2011'}",1,"{'MI': 7, 'ME': 6, 'NY': 5, 'NC': 8, 'MT': 5, 'NJ': 4, 'IL': 58, 'LA': 13, 'FL': 18, 'MD': 2, 'IN': 5, 'PA': 2, 'WI': 1, 'St': 1, 'CO': 4, 'CA': 2}",16
kyLnhXi96i5OUSNotv_nqA,David D.,"Palatine, IL",,1,2,0,0,0,0,0,0,2,0,0,{'Tips': '1'},0,Feb-12,"{'Location': 'Palatine  IL', 'Yelping Since': 'February 2012'}",0,{'IL': 2},1
6W9WQpd_MfECX7Eitf5Z0Q,Donna V.,"Hoffman Estates, IL",,0,19,10,5,7,2,0,5,8,1,0,{'Tips': '3'},0,Apr-15,"{'Location': 'Hoffman Estates  IL', 'Yelping Since': 'April 2015'}",0,"{'MN': 11, 'IL': 6, 'OH': 2}",3
lsabqVi48xglkCa2HaqAdA,Dee R.,"Gibson City, IL",,0,90,27,67,12,5,6,0,49,7,14,"{'Firsts': '5', 'Review Updates': '4', 'Bookmarks': '1'}",0,May-12,"{'Location': 'Gibson City  IL', 'Yelping Since': 'May 2012'}",0,"{'NY': 1, 'IN': 2, 'MT': 1, 'TX': 1, 'IL': 67, 'LA': 1, 'FL': 10, 'OH': 1, 'WI': 1, 'CO': 1, 'MA': 1, 'MN': 1, 'AZ': 1, 'WY': 1}",14
bqEY_UfgaLvGs661ZT3XXA,Tiffany C.,"Louisville, KY",,8,35,253,16,18,1,0,0,46,6,11,"{'Firsts': '1', 'Tips': '5', 'Followers': '1'}",6,Apr-15,"{'Location': 'Louisville  KY', 'Yelping Since': 'April 2015'}",0,"{'ME': 1, 'KY': 1, 'DC': 1, 'TX': 1, 'IL': 24, 'FL': 7}",6
rTK-X3mNlOb7zoQ5V_SRFA,Moma C.,"Aurora, IL",,9,6,0,2,0,1,0,3,6,0,1,"{'Tips': '1', 'Followers': '1'}",0,May-12,"{'Location': 'Aurora  IL', 'Yelping Since': 'May 2012'}",0,{'IL': 6},1
3jWEB6a7-NBJDrJz6fJgdA,Ash A.,"Gilberts, IL",,1,13,0,7,1,1,2,2,8,2,3,"{'Firsts': '1', 'Review Updates': '5', 'Followers': '1'}",0,Jan-14,"{'Location': 'Gilberts  IL', 'Things I Love': 'Nice People', 'Yelping Since': 'January 2014'}",0,"{'CA': 1, 'IL': 12}",2
EaaaCBnQ7DYkacRRkGqfBA,Mikey F.,"Township of Dundee, IL",,2,19,1,5,9,0,1,4,22,13,9,"{'Firsts': '2', 'Bookmarks': '2', 'Followers': '1'}",0,Sep-12,"{'Location': 'Township of Dundee  IL', 'Yelping Since': 'September 2012'}",0,"{'IA': 2, 'WA': 3, 'IL': 14}",3
zshdtn5vgLT04UFpP28t4Q,Ryan O.,"West Dundee, IL",â€œGenius. Billionaire. Playboy. Philanthropist. Chiver.   T. Starkâ€ù,11,32,4,23,4,2,0,3,28,8,7,"{'Bookmarks': '4', 'Review Updates': '2', 'Tips': '7'}",2,Mar-13,"{'Location': 'West Dundee  IL', 'Things I Love': 'Good food  great beer  and kayaking....and generally 2 out of the 3 at the same time.....', 'The Last Great Book I Read': 'Books', 'When Iâ€™m Not Yelping...': ""I'm NETFLIX....ing..."", 'My Second Favorite Website': 'thechive.com', 'Yelping Since': 'March 2013', 'My Hometown': 'Elgin  IL'}",0,{'IL': 32},1
SMTA7KXOixJBxPcgyaV78Q,Chris E.,"Bloomington, IL",,3,22,30,11,7,3,0,1,11,1,3,"{'Bookmarks': '7', 'Firsts': '1', 'Review Updates': '1', 'Tips': '6'}",0,Jul-13,"{'Location': 'Bloomington  IL', 'Yelping Since': 'July 2013'}",0,"{'MO': 1, 'OH': 3, 'KY': 1, 'WA': 3, 'CA': 4, 'IL': 8, 'LA': 1, 'FL': 1}",8
hMeSkvEhOparv4aqCI_l7w,Kasha B.,"Arlington, IL",,0,3,0,0,0,0,0,0,0,0,1,{},0,May-13,"{'Location': 'Arlington  IL', 'Yelping Since': 'May 2013'}",0,"{'MO': 1, 'IL': 1, 'VA': 1}",3
qhCvKOaBoUds__XJuM3sIw,Michael M.,"East Dundee, IL",,40,1,0,0,0,0,0,0,2,0,0,{'Followers': '2'},0,Aug-13,"{'Location': 'East Dundee  IL', 'Yelping Since': 'August 2013'}",0,{'IL': 1},1
TiAY47b0-8UlXqzXss7Tsg,Brian H.,"Lake in the Hills, IL",,1,14,0,6,6,2,0,0,25,2,8,{'Review Updates': '1'},1,Dec-08,"{'Location': 'Lake in the Hills  IL', 'Yelping Since': 'December 2008'}",0,{'IL': 14},1
FwVC4UaIVfeEKS6yu4AlnQ,Daniel E.,"Palatine, IL",,0,4,1,3,1,0,0,0,9,0,0,{'Bookmarks': '17'},0,Nov-11,"{'Location': 'Palatine  IL', 'Yelping Since': 'November 2011'}",0,{'IL': 4},1
ly9gXTCx8l49bPuaaIDQjw,Adrian F.,"Roselle, IL",,0,6,2,5,0,0,1,0,2,18,2,{'Bookmarks': '7'},0,Oct-15,"{'Location': 'Roselle  IL', 'Yelping Since': 'October 2015'}",0,{'IL': 6},1
