business_id,business_name,business_url,business_rating,business_locationaddress,business_city,business_statecode,business_zipcode,business_reviewcount,offset
ub-dogs-chicago,UB Dogs,https://www.yelp.com/biz/ub-dogs-chicago,4.5,['185 N Franklin St'],Chicago,IL,60606,339,1
bohemian-house-chicago,Bohemian House,https://www.yelp.com/biz/bohemian-house-chicago,4.5,['11 W Illinois St'],Chicago,IL,60654,534,1
ninis-deli-chicago,Nini's Deli,https://www.yelp.com/biz/ninis-deli-chicago,5.0,['543 N Noble St'],Chicago,IL,60642,381,2
chicago-pizza-tours-chicago,Chicago Pizza Tours,https://www.yelp.com/biz/chicago-pizza-tours-chicago,5.0,[],Chicago,IL,60603,155,2
millennium-park-chicago,Millennium Park,https://www.yelp.com/biz/millennium-park-chicago,4.5,['201 E Randolph St'],Chicago,IL,60602,991,2
pollo-express-chicago-2,Pollo Express,https://www.yelp.com/biz/pollo-express-chicago-2,4.5,['1315 W 18th St'],Chicago,IL,60608,265,2
the-cloud-gate-chicago,The Cloud Gate,https://www.yelp.com/biz/the-cloud-gate-chicago,4.5,"['Millennium Park', '201 E Randolph St']",Chicago,IL,60602,508,2
bernices-tavern-chicago,Bernice's Tavern,https://www.yelp.com/biz/bernices-tavern-chicago,4.5,['3238 S Halsted St'],Chicago,IL,60608,98,2
lotus-cafe-and-bánh-mì-sandwiches-chicago,Lotus Cafe & Bánh Mì Sandwiches,https://www.yelp.com/biz/lotus-cafe-and-b%C3%A1nh-m%C3%AC-sandwiches-chicago,4.5,['719 W Maxwell St'],Chicago,IL,60607,321,2
garfield-park-conservatory-chicago,Garfield Park Conservatory,https://www.yelp.com/biz/garfield-park-conservatory-chicago,5.0,['300 N Central Park'],Chicago,IL,60624,398,2
oriole-chicago,Oriole,https://www.yelp.com/biz/oriole-chicago,5.0,['661 W. Walnut St.'],Chicago,IL,60661,55,2
j-p-graziano-grocery-co-chicago,J.P. Graziano Grocery Co.,https://www.yelp.com/biz/j-p-graziano-grocery-co-chicago,4.5,['901 W Randolph St'],Chicago,IL,60607,378,2
bavettes-bar-and-boeuf-chicago,Bavette's Bar & Boeuf,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago,4.5,['218 W Kinzie St'],Chicago,IL,60654,1414,2
jackalope-coffee-and-tea-house-chicago,Jackalope Coffee & Tea House,https://www.yelp.com/biz/jackalope-coffee-and-tea-house-chicago,4.5,['755 W 32nd St'],Chicago,IL,60608,205,2
girl-and-the-goat-chicago,Girl & the Goat,https://www.yelp.com/biz/girl-and-the-goat-chicago,4.5,['809 W Randolph St'],Chicago,IL,60607,5701,2
loop-juice-chicago-2,Loop Juice,https://www.yelp.com/biz/loop-juice-chicago-2,4.5,"['Chicago French Market', '131 N Clinton St']",Chicago,IL,60661,106,2
buckingham-fountain-chicago,Buckingham Fountain,https://www.yelp.com/biz/buckingham-fountain-chicago,4.5,['301 S Columbus Dr'],Chicago,IL,60605,278,2
cafe-monsivais-chicago,Cafe Monsivais,https://www.yelp.com/biz/cafe-monsivais-chicago,4.5,['1637 W 18th St'],Chicago,IL,60608,49,2
saucy-porka-chicago,Saucy Porka,https://www.yelp.com/biz/saucy-porka-chicago,4.5,['400 S Financial Pl'],Chicago,IL,60605,462,2
ub-dogs-chicago,UB Dogs,https://www.yelp.com/biz/ub-dogs-chicago,4.5,['185 N Franklin St'],Chicago,IL,60606,339,2
bohemian-house-chicago,Bohemian House,https://www.yelp.com/biz/bohemian-house-chicago,4.5,['11 W Illinois St'],Chicago,IL,60654,534,2
grace-chicago-3,Grace,https://www.yelp.com/biz/grace-chicago-3,4.5,['652 W Randolph St'],Chicago,IL,60661,234,2
chicago-pizza-tours-chicago,Chicago Pizza Tours,https://www.yelp.com/biz/chicago-pizza-tours-chicago,5.0,[],Chicago,IL,60603,155,3
millennium-park-chicago,Millennium Park,https://www.yelp.com/biz/millennium-park-chicago,4.5,['201 E Randolph St'],Chicago,IL,60602,991,3
pollo-express-chicago-2,Pollo Express,https://www.yelp.com/biz/pollo-express-chicago-2,4.5,['1315 W 18th St'],Chicago,IL,60608,265,3
the-cloud-gate-chicago,The Cloud Gate,https://www.yelp.com/biz/the-cloud-gate-chicago,4.5,"['Millennium Park', '201 E Randolph St']",Chicago,IL,60602,508,3
bernices-tavern-chicago,Bernice's Tavern,https://www.yelp.com/biz/bernices-tavern-chicago,4.5,['3238 S Halsted St'],Chicago,IL,60608,98,3
lotus-cafe-and-bánh-mì-sandwiches-chicago,Lotus Cafe & Bánh Mì Sandwiches,https://www.yelp.com/biz/lotus-cafe-and-b%C3%A1nh-m%C3%AC-sandwiches-chicago,4.5,['719 W Maxwell St'],Chicago,IL,60607,321,3
garfield-park-conservatory-chicago,Garfield Park Conservatory,https://www.yelp.com/biz/garfield-park-conservatory-chicago,5.0,['300 N Central Park'],Chicago,IL,60624,398,3
oriole-chicago,Oriole,https://www.yelp.com/biz/oriole-chicago,5.0,['661 W. Walnut St.'],Chicago,IL,60661,55,3
j-p-graziano-grocery-co-chicago,J.P. Graziano Grocery Co.,https://www.yelp.com/biz/j-p-graziano-grocery-co-chicago,4.5,['901 W Randolph St'],Chicago,IL,60607,378,3
bavettes-bar-and-boeuf-chicago,Bavette's Bar & Boeuf,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago,4.5,['218 W Kinzie St'],Chicago,IL,60654,1414,3
jackalope-coffee-and-tea-house-chicago,Jackalope Coffee & Tea House,https://www.yelp.com/biz/jackalope-coffee-and-tea-house-chicago,4.5,['755 W 32nd St'],Chicago,IL,60608,205,3
girl-and-the-goat-chicago,Girl & the Goat,https://www.yelp.com/biz/girl-and-the-goat-chicago,4.5,['809 W Randolph St'],Chicago,IL,60607,5701,3
loop-juice-chicago-2,Loop Juice,https://www.yelp.com/biz/loop-juice-chicago-2,4.5,"['Chicago French Market', '131 N Clinton St']",Chicago,IL,60661,106,3
buckingham-fountain-chicago,Buckingham Fountain,https://www.yelp.com/biz/buckingham-fountain-chicago,4.5,['301 S Columbus Dr'],Chicago,IL,60605,278,3
cafe-monsivais-chicago,Cafe Monsivais,https://www.yelp.com/biz/cafe-monsivais-chicago,4.5,['1637 W 18th St'],Chicago,IL,60608,49,3
saucy-porka-chicago,Saucy Porka,https://www.yelp.com/biz/saucy-porka-chicago,4.5,['400 S Financial Pl'],Chicago,IL,60605,462,3
ub-dogs-chicago,UB Dogs,https://www.yelp.com/biz/ub-dogs-chicago,4.5,['185 N Franklin St'],Chicago,IL,60606,339,3
bohemian-house-chicago,Bohemian House,https://www.yelp.com/biz/bohemian-house-chicago,4.5,['11 W Illinois St'],Chicago,IL,60654,534,3
grace-chicago-3,Grace,https://www.yelp.com/biz/grace-chicago-3,4.5,['652 W Randolph St'],Chicago,IL,60661,234,3
brightwok-kitchen-chicago,Brightwok Kitchen,https://www.yelp.com/biz/brightwok-kitchen-chicago,4.5,['21 E Adams St'],Chicago,IL,60603,258,3
millennium-park-chicago,Millennium Park,https://www.yelp.com/biz/millennium-park-chicago,4.5,['201 E Randolph St'],Chicago,IL,60602,991,4
pollo-express-chicago-2,Pollo Express,https://www.yelp.com/biz/pollo-express-chicago-2,4.5,['1315 W 18th St'],Chicago,IL,60608,265,4
the-cloud-gate-chicago,The Cloud Gate,https://www.yelp.com/biz/the-cloud-gate-chicago,4.5,"['Millennium Park', '201 E Randolph St']",Chicago,IL,60602,508,4
bernices-tavern-chicago,Bernice's Tavern,https://www.yelp.com/biz/bernices-tavern-chicago,4.5,['3238 S Halsted St'],Chicago,IL,60608,98,4
lotus-cafe-and-bánh-mì-sandwiches-chicago,Lotus Cafe & Bánh Mì Sandwiches,https://www.yelp.com/biz/lotus-cafe-and-b%C3%A1nh-m%C3%AC-sandwiches-chicago,4.5,['719 W Maxwell St'],Chicago,IL,60607,321,4
garfield-park-conservatory-chicago,Garfield Park Conservatory,https://www.yelp.com/biz/garfield-park-conservatory-chicago,5.0,['300 N Central Park'],Chicago,IL,60624,398,4
oriole-chicago,Oriole,https://www.yelp.com/biz/oriole-chicago,5.0,['661 W. Walnut St.'],Chicago,IL,60661,55,4
j-p-graziano-grocery-co-chicago,J.P. Graziano Grocery Co.,https://www.yelp.com/biz/j-p-graziano-grocery-co-chicago,4.5,['901 W Randolph St'],Chicago,IL,60607,378,4
bavettes-bar-and-boeuf-chicago,Bavette's Bar & Boeuf,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago,4.5,['218 W Kinzie St'],Chicago,IL,60654,1414,4
jackalope-coffee-and-tea-house-chicago,Jackalope Coffee & Tea House,https://www.yelp.com/biz/jackalope-coffee-and-tea-house-chicago,4.5,['755 W 32nd St'],Chicago,IL,60608,205,4
girl-and-the-goat-chicago,Girl & the Goat,https://www.yelp.com/biz/girl-and-the-goat-chicago,4.5,['809 W Randolph St'],Chicago,IL,60607,5701,4
loop-juice-chicago-2,Loop Juice,https://www.yelp.com/biz/loop-juice-chicago-2,4.5,"['Chicago French Market', '131 N Clinton St']",Chicago,IL,60661,106,4
buckingham-fountain-chicago,Buckingham Fountain,https://www.yelp.com/biz/buckingham-fountain-chicago,4.5,['301 S Columbus Dr'],Chicago,IL,60605,278,4
cafe-monsivais-chicago,Cafe Monsivais,https://www.yelp.com/biz/cafe-monsivais-chicago,4.5,['1637 W 18th St'],Chicago,IL,60608,49,4
saucy-porka-chicago,Saucy Porka,https://www.yelp.com/biz/saucy-porka-chicago,4.5,['400 S Financial Pl'],Chicago,IL,60605,462,4
ub-dogs-chicago,UB Dogs,https://www.yelp.com/biz/ub-dogs-chicago,4.5,['185 N Franklin St'],Chicago,IL,60606,339,4
bohemian-house-chicago,Bohemian House,https://www.yelp.com/biz/bohemian-house-chicago,4.5,['11 W Illinois St'],Chicago,IL,60654,534,4
grace-chicago-3,Grace,https://www.yelp.com/biz/grace-chicago-3,4.5,['652 W Randolph St'],Chicago,IL,60661,234,4
brightwok-kitchen-chicago,Brightwok Kitchen,https://www.yelp.com/biz/brightwok-kitchen-chicago,4.5,['21 E Adams St'],Chicago,IL,60603,258,4
el-ideas-chicago-2,EL Ideas,https://www.yelp.com/biz/el-ideas-chicago-2,4.5,['2419 W 14th St'],Chicago,IL,60608,236,4
pollo-express-chicago-2,Pollo Express,https://www.yelp.com/biz/pollo-express-chicago-2,4.5,['1315 W 18th St'],Chicago,IL,60608,265,5
the-cloud-gate-chicago,The Cloud Gate,https://www.yelp.com/biz/the-cloud-gate-chicago,4.5,"['Millennium Park', '201 E Randolph St']",Chicago,IL,60602,508,5
bernices-tavern-chicago,Bernice's Tavern,https://www.yelp.com/biz/bernices-tavern-chicago,4.5,['3238 S Halsted St'],Chicago,IL,60608,98,5
lotus-cafe-and-bánh-mì-sandwiches-chicago,Lotus Cafe & Bánh Mì Sandwiches,https://www.yelp.com/biz/lotus-cafe-and-b%C3%A1nh-m%C3%AC-sandwiches-chicago,4.5,['719 W Maxwell St'],Chicago,IL,60607,321,5
garfield-park-conservatory-chicago,Garfield Park Conservatory,https://www.yelp.com/biz/garfield-park-conservatory-chicago,5.0,['300 N Central Park'],Chicago,IL,60624,398,5
oriole-chicago,Oriole,https://www.yelp.com/biz/oriole-chicago,5.0,['661 W. Walnut St.'],Chicago,IL,60661,55,5
j-p-graziano-grocery-co-chicago,J.P. Graziano Grocery Co.,https://www.yelp.com/biz/j-p-graziano-grocery-co-chicago,4.5,['901 W Randolph St'],Chicago,IL,60607,378,5
bavettes-bar-and-boeuf-chicago,Bavette's Bar & Boeuf,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago,4.5,['218 W Kinzie St'],Chicago,IL,60654,1414,5
jackalope-coffee-and-tea-house-chicago,Jackalope Coffee & Tea House,https://www.yelp.com/biz/jackalope-coffee-and-tea-house-chicago,4.5,['755 W 32nd St'],Chicago,IL,60608,205,5
girl-and-the-goat-chicago,Girl & the Goat,https://www.yelp.com/biz/girl-and-the-goat-chicago,4.5,['809 W Randolph St'],Chicago,IL,60607,5701,5
loop-juice-chicago-2,Loop Juice,https://www.yelp.com/biz/loop-juice-chicago-2,4.5,"['Chicago French Market', '131 N Clinton St']",Chicago,IL,60661,106,5
buckingham-fountain-chicago,Buckingham Fountain,https://www.yelp.com/biz/buckingham-fountain-chicago,4.5,['301 S Columbus Dr'],Chicago,IL,60605,278,5
cafe-monsivais-chicago,Cafe Monsivais,https://www.yelp.com/biz/cafe-monsivais-chicago,4.5,['1637 W 18th St'],Chicago,IL,60608,49,5
saucy-porka-chicago,Saucy Porka,https://www.yelp.com/biz/saucy-porka-chicago,4.5,['400 S Financial Pl'],Chicago,IL,60605,462,5
ub-dogs-chicago,UB Dogs,https://www.yelp.com/biz/ub-dogs-chicago,4.5,['185 N Franklin St'],Chicago,IL,60606,339,5
bohemian-house-chicago,Bohemian House,https://www.yelp.com/biz/bohemian-house-chicago,4.5,['11 W Illinois St'],Chicago,IL,60654,534,5
